"Code","Course name","Course attributes","Course description","Course number","Course subject code","PeopleSoft course ID","PeopleSoft Equivalent Course Group","Topic","Twin Cities: Approved Liberal Education Requirement(s)","Twin Cities: This course is approved as Writing Intensive"
"SPAN3910","Topics in Spanish Peninsular Literature","TOP - TOPICS (Topics Course)","In this course, we will explore specific themes or issues, from different time periods, as they are reflected in Spanish peninsular literature. The focused study of the class topic will be framed within a broader exploration of larger historical, political and cultural movements and trends. Through the study of the diverse topics explored in different classes, students will gain an appreciation for the diversity of cultures in Spain and the plurality of possible critical approaches to literary texts. Students will develop the skills and vocabulary to engage in a critical practice of textual analysis. 

Topics vary and are specified in the class schedule. 

Prereq: SPAN 3104W or SPAN 3104V or TLDO 3104W or ARGN 3104W or SPAN 3105W or TLDO 3105W or SPAN 3105V or VENZ 3512 or instructor consent.
","3910","SPAN","008075","-","-","-","No"
"SPAN3920","Topics in Spanish-American Literature","TOP - TOPICS (Topics Course)","This course focuses on a wide gamut of  intellectual, literary, and artistic movements in Spanish and Portuguese-speaking countries across eras. Engaging with the most up-to-date trends of critical and methodological tools in cultural, literary, and philosophical analysis, students will examine a variety of issues in conversation with the political and social conditions that have influenced shifts in art, cultural, and intellectual praxis among different groups of peoples, writers, and artists across disciplines and continents. 

Topics vary and are specified in the class schedule. 

prereq: SPAN 3104W or TLDO 3104 or VENZ 3104 or ARGN 3104W or SPAN 3105W or TLDO 3105 or VENZ 3512 or instructor consent","3920","SPAN","008927","-","-","-","No"
"SPAN3970","Directed Studies","-","Guided individual reading/study in Hispanic linguistics, cultural studies, or peninsular, Latin American, or U.S. Latino theater or literatures.
Prereq instr consent, dept consent, college consent.","3970","SPAN","007634","-","-","-","No"
"SPAN3972V","Honors: Graduation Seminar","CLE - WI (Writing Intensive), HON - HON (Honors)","SPAN 3972V is for honors students completing their honors thesis in Spanish or Spanish/Portuguese Studies. Completion of a research paper on a cultural, literary, or artistic issue in the Spanish or Portuguese-speaking worlds or on a topic related to Hispanic linguistics. In-depth research/consultation with the instructor. 

prereq: Spanish Studies major (for those who declare Fall 2018 and after): C- or better in Span 3015w, 2 Span 31xx courses, and 4 electives with a Critical Analysis prerequisite.  SPAN 3994 must be one of these electives for those who declared Fall 2022 and after.  

Spanish/Portuguese Studies Majors (for those who declared before Spring 2022): C- or better in SPAN 3015w, PORT 3003, SPAN 3104w, 3107w, 1 PORT 35xx class, 2 upper-level SPAN or PORT electives. 

Spanish/Portuguese Studies Majors (for those who declared Spring 2022 and after): C- or better in SPAN 3015W, PORT 3003, SPAN 3104W or 3105W & 3107W, 1 PORT elective, 2 additional upper-level Spanish or Portuguese electives. SPAN or PORT 3994 must be one of these electives for those who declared Fall 2022 and after.","3972V","SPAN","016179","00182","-","-","Yes"
"SPAN3972W","Capstone Seminar","CLE - WI (Writing Intensive)","Completion of a research paper on cultural, literary, or artistic issue in Spanish or Portuguese speaking worlds or on a topic related to Hispanic linguistics. In-depth research/consultation with instructor.

SPAN 3972W needs to be taken during the semester in which student completes major course work.

prereq: Spanish Studies Major (for those who declared before Fall 2018): C- or better in SPAN 3015w, 3104w, 3105w, 3107w and 3 SPAN electives with a critical analysis prerequisite. 

Spanish Studies major (for those who declare Fall 2018 and after): C- or better in Span 3015w, 2 Span 31xx courses, and 4 electives with a Critical Analysis prerequisite. 

Spanish/Portuguese Studies Majors (for those who declared before Spring 2022): C- or better in SPAN 3015w, PORT 3003, SPAN 3104w, 3107w, 1 PORT 35xx class, 2 upper level SPAN or PORT electives.

Spanish/Portuguese Studies Majors (for those who declared Spring 2022 and after): C- or better in SPAN 3015W, PORT 3003, SPAN 3104W or 3105W & 3107W, 1 PORT elective, 2 additional upper level Spanish or Portuguese electives.
","3972W","SPAN","007624","00182","-","-","Yes"
"SPAN3993","Directed Studies","-","Guided individual reading or study.
Students enrolling in this directed study/research course will complete the University's common Directed Study/Research contract with the faculty mentor/evaluator. The Faculty member will ensure academic standards are upheld, including:
- the work proposed is at the appropriate level for the course, academic in nature, and the student will be involved intellectually in the project.
- the project scope is reasonable for one semester and the number of credits specified (42 hours of work per credit)
- the faculty mentor is qualified to serve in this role
- assessment of student learning and grading criteria are clear and appropriate
- the student will be working in a respectful, inclusive environment","3993","SPAN","825988","-","-","-","No"
"SPAN3994","Directed Research","-","Guided Research.
Students enrolling in this directed study/research course will complete the University's common Directed Study/Research contract with the faculty mentor/evaluator. The Faculty member will ensure academic standards are upheld, including:
- the work proposed is at the appropriate level for the course, academic in nature, and the student will be involved intellectually in the project.
- the project scope is reasonable for one semester and the number of credits specified (42 hours of work per credit)
- the faculty mentor is qualified to serve in this role
- assessment of student learning and grading criteria are clear and appropriate
- the student will be working in a respectful, inclusive environment","3994","SPAN","825995","-","-","-","No"
"SPAN4001","Beginning Spanish for Graduate Student Research","ONL - ONLINE (Online may be available)","Listening, speaking, reading, writing. Emphasizes development of communicative competence. Cultural readings. 

Prereq: Less than 2 yrs of High School Spanish","4001","SPAN","799359","01249","-","-","No"
"SPAN4002","Beginning Spanish for Graduate Student Research","ONL - ONLINE (Online may be available)","Listening, speaking, reading, writing. Emphasizes development of communicative competence. Cultural readings. Meets concurrently with 1002.

Prereqs: A Grade of C- or better in SPAN 1001/4001 completed at UMNTC and department consent ","4002","SPAN","799360","01250","-","-","No"
"SPAN4003","Intermediate Spanish for Graduate Student Research","-","Speaking/comprehension. Developing reading/writing skills based on materials from Spain/Spanish America. Grammar review. Compositions, oral presentations. Meets concurrently with 1003.

Prereq: A Grade of C- or better in SPAN 1002 or SPAN 4002 or SPAN 1022 or SPAN 4022 or EPT placement of SPAN 1003","4003","SPAN","799361","02140","-","-","No"
"SPAN4004","Intermediate Spanish for Graduate Student Research","ONL - ONLINE (Online may be available)","Speaking/comprehension. Developing reading/writing skills based on materials from Spain/Spanish America. Grammar review. Compositions, oral presentations. Meets concurrently with 1004.","4004","SPAN","799362","01252","-","-","No"
"SPAN4014","Business Spanish for Graduate Student Research","-","Vocabulary, report writing skills. Proper format for business communications. Conversational fluency on trade-related topics. Meets with SPAN 1014.","4014","SPAN","810921","00787","-","-","No"
"SPAN4022","Alternate Second-Semester Spanish for Graduate Student Research","-","For students who have studied Spanish in high school or at community college or who are transfer students. Begins with accelerated review of 1001/4001 followed by material covered in 1002/4002. Meets concurrently with 1022.","4022","SPAN","800162","01250","-","-","No"
"SPAN5150","Contemporary Spanish Literature","TOP - TOPICS (Topics Course)","Major literary works/movements in Spain from 1915 to 2000.  Neomodernism, surrealism, social realism, literatures of dictatorship/exile. Postmodernism. Poetry, novel, drama, essays, film, video/TV. Problems of literary history.

prereq: Grad student or instr consent","5150","SPAN","007974","-","-","-","No"
"SPAN5160","Medieval Iberian Literatures and Cultures","TOP - TOPICS (Topics Course)","The major literary genres developed in Spain from the Reconquest to 1502, with reference to the crucial transformations of the Middle Ages, including primitive lyric, epic, clerical narrative, storytelling, debates, collections, chronicles, ""exempla,"" and the Celestina (1499-1502).","5160","SPAN","008081","-","-","-","No"
"SPAN5170","The Literature of the Spanish Empire and Its Decline","TOP - TOPICS (Topics Course)","Major Renaissance/Baroque works of Spanish Golden Age (16th-17th-century poetry, nonfiction prose, novel, drama) examined against historical background of internal economic decline, national crisis, ideological apparatus developed by modern state.

prereq: Grad student or instr consent","5170","SPAN","007970","-","-","-","No"
"SPAN5180","Don Quixote","TOP - TOPICS (Topics Course)","Analysis of Cervantes' [Don Quixote] in its sociohistorical context; focus on the novel's reception from the romantic period to postmodern times.

prereq: Grad student or instr consent","5180","SPAN","007574","-","-","-","No"
"SPAN5190","The Crisis of the Old Regime: Spanish Literature of the Enlightenment and Romanticism","TOP - TOPICS (Topics Course)","Major literary works/intellectual movements/conflicts represented in written culture, of 18th/early 19th centuries (1680-1845), examined as expressions of long crisis of Spain's Old Regime and rise of bourgeois liberalism.

prereq: Grad student or instr consent","5190","SPAN","007972","-","-","-","No"
"SPAN5550","Caribbean Literature: An Integral Approach","TOP - TOPICS (Topics Course)","Literature of Spanish-speaking Caribbean. Emphasizes historical legacy of slavery, African culture, independence struggles.

prereq: Grad student or instr consent","5550","SPAN","007611","-","-","-","No"
"SPAN5560","Global Colonial Studies in the Hispanic World","TOP - TOPICS (Topics Course)","Discourse production in Spanish America between 1492 and 1700. Conquest/colonial writing/counter writing. Historical origin, evolution, impact of cultural, political, socioeconomic factors.

prereq: Grad student or instr consent","5560","SPAN","008012","-","-","-","No"
"SPAN5570","Nineteenth Century Latin America: Enlightened Thought, Nation Building, Literacy, Cultural Discourse","TOP - TOPICS (Topics Course)","Political/economic contexts. Capitalism, liberalism, conservatism, their discursive media. Essay, journalism, literature, expression of everyday life. Wheels of commerce, progress, industrialization. Romanticism, realism, positivistic faith.","5570","SPAN","008013","-","-","-","No"
"SPAN5580","Latin American Cultural Integration in the Neocolonial Order","TOP - TOPICS (Topics Course)","Modernismo, historical vanguard, impact of populist politics in patterns of culture/literature. 1900-50.

prereq: Grad student or instr consent","5580","SPAN","007614","-","-","-","No"
"SPAN5590","The Impact of Globalization in Latin American Discourses","TOP - TOPICS (Topics Course)","Second half of 20th century critical culture. Neo-indigenism, new novel, poetry/antipoetry, theater/drama. Pragmatic search for past/identity. Globalization, its impact in literature.","5590","SPAN","008017","-","-","-","No"
"SPAN5701","History of Ibero-Romance","-","Origins and developments of Ibero-Romance languages; evolution of Spanish, Portuguese, and Catalan.

prereq: Grad student or instr consent","5701","SPAN","007664","-","-","-","No"
"SPAN5714","Theoretical Foundations of Spanish Syntax","-","Linguistic types/processes that appear across languages. Grammatical relations, word order, transitivity, subordination, information structure, grammaticalization. How these are present in syntax of Spanish.

prereq: Grad student or instr consent","5714","SPAN","007693","-","-","-","No"
"SPAN5716","Structure of Modern Spanish: Pragmatics","-","Concepts in current literature in Spanish pragmatics. Deixis, presupposition, conversational implicature, speech act theory, conversational structure.

prereq: Grad student or instr consent","5716","SPAN","007814","-","-","-","No"
"SPAN5717","Spanish Sociolinguistics","-","Sociolinguistic variation, cross-dialectal diversity in different varieties of Spanish in Latin America and Spain. Impact of recent cultural, political, and socioeconomic transformations on language.

prereq: Grad student or instr consent","5717","SPAN","797443","-","-","-","No"
"SPAN5718","Spanish Language Contact","-","Analysis of different types/results of Spanish language contact globally, taking into account varying social conditions under which contact occurs.

prereq: Grad student or instr consent","5718","SPAN","797444","-","-","-","No"
"SPAN5721","Spanish Laboratory Phonology","-","Core literature on Spanish laboratory phonology. Phonology from a laboratory perspective. Students evaluate laboratory research methodologies, perform basic acoustic analyses, and design laboratory phonology studies.

prereq: Grad student or instr consent","5721","SPAN","791304","-","-","-","No"
"SPAN5920","Topics in Spanish-American Studies","TOP - TOPICS (Topics Course)","Spanish-American literature analyzed according to important groups, movements, trends, methods, and genres. Specific approaches depend on topic and instructor. Topics specified in Class Schedule.

prereq: Grad student or instr consent","5920","SPAN","010143","-","-","-","No"
"SPAN5930","Topics in Ibero-Romance Linguistics","TOP - TOPICS (Topics Course)","Problems in Hispanic linguistics; a variety of approaches and methods.","5930","SPAN","008139","-","-","-","No"
"SPAN5985","Sociolinguistic Perspectives on Spanish in the United States","-","Sociolinguistic analysis of issues such as language maintenance/shift in U.S. Latino communities, code switching, attitudes of Spanish speakers toward varieties of Spanish and English, language change in bilingual communities, and language policy issues.

prereq: Grad student or instr consent","5985","SPAN","007549","-","-","-","No"
"SPAN5991","The Acquisition of Spanish as a First and Second Language","-","Analysis of issues such as the acquisition of Spanish and English by bilingual children; Spanish in immersion settings; developmental sequences in Spanish; classroom language learners' attitudes, beliefs, and motivation; development of pragmatic competence.

prereq: Grad student or instr consent","5991","SPAN","007550","-","-","-","No"
"SPAN5993","Directed Studies","-","Students must submit reading plans for particular topics, figures, periods, or issues. Readings in Spanish and/or Spanish-American subjects. Students enrolling in this directed study/research course will complete the University's common Directed Study/Research contract with the faculty mentor/evaluator. 

The Faculty member will ensure academic standards are upheld, including: 
- the work proposed is at the appropriate level for the course, academic in nature, and the student will be involved intellectually in the project. 
- the project scope is reasonable for one semester and the number of credits specified (42 hours of work per credit) - the faculty mentor is qualified to serve in this role 
- assessment of student learning and grading criteria are clear and appropriate 
- the student will be working in a respectful, inclusive environment

prereq Grad student or instr consent.","5993","SPAN","009045","-","-","-","No"
"SPAN5994","Directed Research","-","Directed research.  Students enrolling in this directed study/research course will complete the University's common Directed Study/Research contract with the faculty mentor/evaluator. 

The Faculty member will ensure academic standards are upheld, including: 
- the work proposed is at the appropriate level for the course, academic in nature, and the student will be involved intellectually in the project
- the project scope is reasonable for one semester and the number of credits specified (42 hours of work per credit) 
- the faculty mentor is qualified to serve in this role 
- assessment of student learning and grading criteria are clear and appropriate 
- the student will be working in a respectful, inclusive environment

prereq: Grad student or instr consent","5994","SPAN","009047","-","-","-","No"
"SPAN8100","Research in Sociohistorical Approaches to Spanish Literature","-","Sociohistorical functions of Spanish literary works and major theories concerning literary production of texts. Testing modern theories in terms of representative fictional discourses from specific historical periods.

prereq: 5xxx courses in Span literature and culture","8100","SPAN","010014","-","-","-","No"
"SPAN8200","Spanish Literary Texts: Theories of Formal Structures","-","Advanced research in methods of literary analysis of discourse. Emphasizes theoretical and practical frameworks within which representative texts are analyzed and interpreted from differing perspectives.

prereq: 5xxx courses in Span literature and culture","8200","SPAN","009999","-","-","-","No"
"SPAN8212","Spanish Theater of the 16th Century: Drama up to Lope","-","Medieval origins of drama to [La Celestina] (1499-1502), pastoral dialogues, crossover plays of Spanish and Portuguese dramatists, popular theater up to emerging public and private theaters under Italian influence. Rojas, Encina, Vicente, Naharro, Cervantes, and new tragedians.

prereq: 5xxx courses in Span literature and culture","8212","SPAN","008084","-","-","-","No"
"SPAN8223","The Poetry of the Spanish Golden Age","-","New Spanish poetic forms, from Garcilaso de Le[ó]n, mystics, and San Juan to Baroque trends by G[ó]ngora, Lope, and Quevedo. Classic traditions and modern adaptations.  Ideological foundations of lyric genres--eclogue, lira, mystics, satire, conceptismo/culteranismo, and sonnet.

prereq: 5xxx courses in Span literature and culture","8223","SPAN","007980","-","-","-","No"
"SPAN8300","The Construction of Spanish Literary History","-","Origins and development of Hispanic literary canon: sociocultural theories of Spanish literary histories as academic and historiographic disciplines. Critiques of modern literary theories through analysis of literary works by major writers.

prereq: Two 5xxx courses in Span literature and culture","8300","SPAN","007578","-","-","-","No"
"SPAN8312","Two Spanish Masterpieces: [Libro de Buen Amor] and [La Celestina]","-","Cultural reappraisal of the late Middle Ages by reference to two Spanish masterpieces: the Archpriest's [Book of True Love] and Rojas' [La Celestina] (1499-1502). Emphasizes historical function of varied genres, motifs, and sources adapted by the authors.

prereq: 5106, 5107 or 5xxx course in Portuguese","8312","SPAN","008091","-","-","-","No"
"SPAN8333","FTE: Master's","-","(No description)

prereq: Master's student, adviser and DGS consent","8333","SPAN","788279","-","-","-","No"
"SPAN8444","FTE: Doctoral","-","(No description)

prereq: Doctoral student, adviser and DGS consent","8444","SPAN","788414","-","-","-","No"
"SPAN8666","Doctoral Pre-Thesis Credits","-","TBD

prereq: Doctoral student who has not passed prelim oral; no required consent for 1st/2nd registrations, up to 12 combined cr; dept consent for 3rd/4th registrations, up to 24 combined cr; doctoral student admitted before summer 2007 may register up to four times, up to 60 combined cr","8666","SPAN","788535","-","-","-","No"
"SPAN8710","Seminar in Hispanic Linguistics","TOP - TOPICS (Topics Course)","Critical examination of readings/research on specific topic.

prereq: 5711, [Ling 5302 or instr consent]","8710","SPAN","008141","-","-","-","No"
"SPAN8777","Thesis Credits: Master's","-","(No description)

prereq: Max 18 cr per semester or summer; 10 cr total required [Plan A only]","8777","SPAN","788660","-","-","-","No"
"SPAN8888","Thesis Credit: Doctoral","-","(No description)

prereq: Max 18 cr per semester or summer; 24 cr required","8888","SPAN","787936","-","-","-","No"
"SPAN8900","Spanish Seminar","TOP - TOPICS (Topics Course)","Projects relying heavily on advanced research in Spanish problems. Investigation of assigned fields, analysis of problems, appraisal of principles. Limited to small group of students. For list of sample seminars, consult department and director of graduate studies.

prereq: Span 5xxx series required for MA or instr consent","8900","SPAN","010040","-","-","-","No"
"SPAN8940","Advanced Research in Spanish-American Literary Historiography","-","Sources and procedures that have given rise to institutionalizations of Spanish-American literary history. Evaluation and review of epistemological principles and assumptions in theory of literary criticism and histories of literature.","8940","SPAN","007618","-","-","-","-"
"SPAN8960","Workshop: Research in Hispanic Cultural Issues","-","Individualized support and advice in framing, theorizing, problematizing, and interpreting areas of cultural research. Taught in Spanish, Portuguese, and English.

prereq: Reading knowledge of Spanish and Portuguese","8960","SPAN","008642","-","-","-","No"
"SPAN8990","Advanced Comparative Research of Caribbean Genres","-","Major literary works and genres of Caribbean literature studied against the background of sociohistorical vicissitudes of the process leading to the formation and consolidation of the national states.

prereq: 5525 or instr consent","8990","SPAN","010050","-","-","-","No"
"SPPT1904","Latin American Cinema","CLE - GP (Global Perspectives), FSEM - FR SEMINAR (Freshman Seminar)","Since the 1960s, there has been a tension in Latin American cinema: should it portray the region in exoticized, picturesque ways that incite delight or should it reveal economic inequalities and incite outrage? The first form of cinema has been more commercially successful at home and abroad. The second has put Latin America on the map as a major site of experimental radical cinema full of stylistic innovation and severe attacks of authoritarianism and global capitalism. Both styles of cinema address how Latin American filmmakers choose to represent their specific countries and the collective postcolonial realities of the region more generally. In this class, you will be introduced to film studies basics (camera angle, composition, lighting, montage, sound, story, and so forth) as they relate to Latin America cinema. You will also watch Latin American films—with an emphasis on Brazil—in ways that contextualize them within national and regional histories. If you are considering a minor/major in Spanish & Portuguese Studies, this course is a great introduction.","1904","SPPT","827808","-","-","Global Perspectives","No"
"SPPT3600","Topics in Spanish and Portuguese Studies (Taught in English)","TOP - TOPICS (Topics Course)","Latin American, Iberian, or Lusophone topics related to culture, society, art, or linguistics. Taught in English. ","3600","SPPT","809855","-","-","-","No"
"SPPT3601","'Race' in Brazil & Latin America","-","As cultural, national and racial mixings have become the celebrated norm in our society, it is instructive to reflect upon the radically historical, contingent role that the idea of racial mixings has played in the construction of national imaginaries. The idea that Latin America is a continent of mestizos looms large in the US as elsewhere, but generally without the contextual understanding of how that racial category came to be, and as imaginaries of national mestiçagem/mestizaje were consolidated, developed and questioned in the twentieth century and, finally, transplanted to other geographical and epistemological sites, as is the case with Chicanx in the USA.  Rather than contributing to the invisibility of Brazil by generalizing from Spanish-speaking Latin America, the present course aims to introduce students to racial thinking in Brazil, from the mid-nineteenth century to the present in a comparative frame with racial thinking elsewhere in Latin America, particularly in Mexico.  Aside from understanding how the Spanish “mestizo” construction is not equivalent to that of “mestiço” or “pardo” or “mulato” in Portuguese, nor to contemporary multicultural US-branded notions of racial mixings, the course aims to query how the imaginaries of nationhood that have prevailed in Latin America contribute not only to the social exclusion of black people, even where they are a majority, but also to the systematic racism that is still dominant and difficult to combat. We will go over the social and anthropological concepts, the literary and artistic representations, and the political uses of racial ascriptions with attention to changing historical contexts and locations. The main topics covered are the idea of the mixed-race nation in romanticism; post-emancipation, modern nation-making and whitening; modernism and the ideals of “la raza cósmica” (José Vasconcelos, in Mexico) and racial democracy (Gilberto Freyre, in Brazil); the problem of forging a black consciousness in an officially mixed-race nation; and the appropriation of a modernist, Mexican notion of “mestizaje” to forge a Chicanx identity in the old one-drop rule USA. 

Classes will be conducted in English, but students have the option to read some of the originals in Portuguese or Spanish; sometimes we will cite the originals in class to have students listen to – and hopefully appreciate – the sounds and nuances of Portuguese and Spanish. Classes will be interactive, with a combination of lecture and discussion; oral presentations, viewing of art, music and film clips and discussion thereof; and group activities. Depending on students’ language abilities, small group discussions in class can be in Spanish, Portuguese or English. All texts are considered a valid object of study and discussion, in whatever language and from whatever disciplinary perspective they are written. I have deliberately mixed literature, anthropology, sociology, art history and so-called mass culture in order to expose students to a variety of disciplinary perspectives. The point is to see how insistent notions of ‘race’ are integrally related to the way that nations are imagined and controlled but also appropriated and potentially questioned. 
","3601","SPPT","819578","-","-","-","No"
"SPPT5930","Selected Topics in Hispanic and Lusophone Cultural Discourse","TOP - TOPICS (Topics Course)","Cultural discourses in Spanish- and Portuguese-speaking areas. Historical intersections/divergences. Taught in Spanish or Portuguese, and in English when cross-listed. Topics specified in Class Schedule.

prereq: Reading knowledge of Spanish and Portuguese","5930","SPPT","008650","-","-","-","No"
"SPPT5995","Directed Teaching","-","Taken in conjunction with SPPT 5999. Language acquisition theory as applied to foreign language instruction at college level. How current theory translates into practice through hands-on practical application particular to communicative language instruction practiced in Department of Spanish/Portuguese Studies.

prereq: Grad student with concurrent enrollment in 5999","5995","SPPT","810591","-","-","-","No"
"SPPT5999","The Teaching of College-Level Spanish: Theory and Practice","-","Theoretical grounding in the general principles of second language acquisition and guidance with their practical applications to the teaching of first- and second-year Spanish at the college-level.

prereq: Grad or instr consent","5999","SPPT","007559","-","-","-","No"
"SPPT8400","Topics in Modern Hispanic and Lusophone Culture","TOP - TOPICS (Topics Course)","Advanced research in methods of analysis of cultural products, including but not limited to literature.  Emphasizes historical, ideological, and theoretical frameworks within which representative texts/events may be interpreted.

prereq: Three 5xxx SPAN or PORT courses","8400","SPPT","013966","-","-","-","No"
"SPPT8920","Introduction to Hispanic and Lusophone Literatures, Cultures, and Languages","-","This two-credit seminar will familiarize beginning doctoral students in the areas of Hispanic/Lusophone literary and cultural studies and Hispanic linguistics. Course must be taken during spring semester of the first year. Topics to be covered include: expected milestones and progress prior to reaching ABD status; methods for writing conference abstracts and presentations; the basics of academic writing in cultural studies and linguistics; how to transform a seminar paper into a publishable piece of scholarship; best practices for determining appropriate conference and publication venues; how to start formulating a dissertation project in the early stages of the graduate career; tactics for requesting funding and completing scholarship/grant applications; collegiality and professionalism in the discipline

prereq: Graduate Student","8920","SPPT","009741","-","-","-","No"
"SPPT8930","Dissertation & Professionalization Workshop","-","Critical/supportive forum for issues related to dissertation research/writing. Conceptualizing the dissertation. Shaping one's topic. Audience. Uses of language. Feedback. Producing the dissertation prospectus.

prereq: Grad student, instr consent","8930","SPPT","803080","-","-","-","No"
"SSM1004","Sustainable Systems Management Orientation","-","Students will receive an introduction to the Sustainable Systems Management Major. They will learn about internships in the field and about career paths that they may follow. There will also be presentations and assignments on preparing resumes and finding jobs in this area. Graduates and professionals in the related fields of sustainable systems will present for the class. Combining course work and field trips, this class will provide students with the opportunity to meet their fellow students and to form a cohort of students with similar interests and career aspirations.

prereq: None","1004","SSM","814243","-","-","-","No"
"SSM2003","Systems Thinking: Development and Applications in Sustainability","-","This course will provide introduction to basic systems thinking fundamentals: defining a systems perspective about any situation or problem, solving problems with that perspective, describing and modeling problems, and designing and improving upon system solutions.","2003","SSM","814152","-","-","-","No"
"SSM3093","Directed Study","-","A course in which a student designs and carries out a directed study on selected topics or problems under the direction of a faculty member; eg, literature review. Directed study courses may be taken for variable credit and special permission is needed for enrollment.  Students enrolling in a directed study will be required to use the University-wide on-line directed study contract process in order to enroll.
 
Prereq: department consent, instructor consent, no more than 6 credits of directed study counts towards CFANS major requirements.
","3093","SSM","819496","-","-","-","No"
"SSM3094","Directed Research","-","An opportunity in which a student designs and carries
out a directed research project under the direction of a faculty member. Directed research may be taken for variable credit and special permission is needed for enrollment.Students enrolling in a directed research will be required to use the
University-wide on-line directed research contract process in order to enroll.
 
Prereq: department consent, instructor consent, no more than 6 credits of directed research counts towards CFANS major requirements.

","3094","SSM","819497","-","-","-","No"
"SSM3301","Global Water Resource Use and Sustainability","ONL - ONLINE (Online may be available), CLE - ENV (Environment)","What is the value of clean water? Explore the many facets of water, earth's most abundant resource. Ponder the value water for you, society, a region or nation; the complexities of ownership and protection; the influence of culture and traditions; and potential impacts of climate change. Consider realistic and holistic solutions to water issues.","3301","SSM","813705","-","-","The Environment","No"
"SSM3503","Marketing of Bio-based Products","ONL - ONLINE (Online may be available)","Intro to marketing function as it relates to current/emerging bio-based products industries (building materials, paper, fuels, etc.). Product positioning, pricing, promotion, and channel management within strategic planning and environmental marketing management.","3503","SSM","795657","02337","-","-","No"
"SSM3612","Systems Approach to Building Science and Construction","-","Dynamic/interrelated issues of energy, moisture control, indoor air quality in residential bldgs. Design, construction, and operational aspects for energy efficient, durable structure/healthy living environment. Interaction between moisture and wood products within building system.","3612","SSM","795690","03052","-","-","No"
"SSM4407W","Sustainable Manufacturing Principles and Practices","CLE - WI (Writing Intensive)","In this course, students will learn about ways in which companies are embracing sustainability in their strategy and operations to increase growth and global competitiveness, including manufacturing processes for major sustainable products and biobased products. This includes processes and approaches for environmental mitigation and ""green"" manufacturing, reducing industrial waste and emissions, environmental footprint, and associated costs through more efficient manufacturing practices and incorporated bio-based product formulation. Students will acquire a working knowledge of management policies, tools, and techniques to improve operational and environmental performance.","4407W","SSM","799078","01238","-","-","Yes"
"SSM4504W","Sustainable Products Systems Management","CLE - WI (Writing Intensive)","Concepts of new-product development and product management, their application to biobased products.","4504W","SSM","795694","02277","-","-","Yes"
"SSM4506W","Sustainable Systems Management Capstone","CLE - WI (Writing Intensive)","This course provides students with an opportunity to conduct solutions-driven research in sustainable systems management. Students will work in groups on real-world problems that will require them to integrate the knowledge and skills they have developed in their previous coursework and internship experiences. Project topics will be solicited annually from industrial, corporate, governmental, and other external partners. All projects will require that students take an interdisciplinary systems thinking approach. Strong analytical and communicative skills will be emphasized and developed through iterative assignments. The course will be run by faculty teaching in the Sustainable Systems Management major.

prereq: ESPM 3603, Senior within two semesters of graduation.","4506W","SSM","815417","-","-","-","Yes"
"SSM4614","Building Systems Performance: Testing & Diagnostics","-","Theoretical basis for performance testing. Diagnostics applications for residential structures. Existing structures, retrofit/remedial applications. Digital differential pressure gauges, blower doors, airflow hoods/grids, duct pressure testing, infrared thermography. Hands-on equipment use, problem solving. 

prereq: SSM 3612","4614","SSM","014430","03053","-","-","No"
"SSM4616","Building Science I: Fundamentals","-","Theory, advanced applications for residential buildings. Focuses on heat/mass transfer.

Prereq:  SSM 3612/5612 & SSM 4614/5614 ","4616","SSM","014424","03054","-","-","No"
"SSM4618","Building Science II: Applications","-","A capstone applications course, where students will learn how to apply key building science principles (from SSM 4616/5616 Building Science I: Fundamentals) to common building enclosure and mechanical system problems. Students will be guided to develop both qualitative and quantitative solutions for many common energy, moisture, and indoor air quality problems facing contemporary buildings. 

prereq: SSM 4616/SSM 5616


","4618","SSM","814159","03055","-","-","No"
"SSM5093","Directed Study","-","A course in which a student designs and carries out a directed study on selected topics or problems under the direction of a faculty member; eg, literature review. Directed study courses may be taken for variable credit and special permission is needed for enrollment.  Students enrolling in a directed study will be required to use the University-wide on-line directed study contract process in order to enroll.
 
Prereq: department consent, instructor consent, no more than 6 credits of directed study counts towards CFANS major requirements.

","5093","SSM","819576","-","-","-","No"
"SSM5094","Directed Research","-","An opportunity in which a student designs and carries
out a directed research project under the direction of a faculty member. Directed research may be taken for variable credit and special permission is needed for enrollment.Students enrolling in a directed research will be required to use the
University-wide on-line directed research contract process in order to enroll.
 
Prereq: department consent, instructor consent, no more than 6 credits of directed research counts towards CFANS major requirements.


","5094","SSM","819577","-","-","-","No"
"SSM5407","Sustainable Manufacturing Principles and Practices","-","In this course, students will learn about ways in which companies are embracing sustainability in their strategy and operations to increase growth and global competitiveness, including manufacturing processes for major sustainable products and biobased products. This includes processes and approaches for environmental mitigation and ""green"" manufacturing, reducing industrial waste and emissions, environmental footprint, and associated costs through more efficient manufacturing practices and incorporating bio-based product formulation. Students will acquire a working knowledge of management policies, tools, and techniques to improve operational and environmental performance.","5407","SSM","799079","01238","-","-","No"
"SSM5503","Marketing of Bio-based Products","ONL - ONLINE (Online may be available)","Introduction to marketing function as it relates to current/emerging bio-based products industries (building materials, paper, fuels, etc.). Product positioning, pricing, promotion, and channel management within strategic planning and environmental marketing management.","5503","SSM","795791","00805","-","-","No"
"SSM5504","Sustainable Products Systems Management","-","Concepts of new product development and product management and their application to bio-based products.","5504","SSM","795792","02277","-","-","No"
